StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DEM_1,DEM_2,DEM_3,DEM_4,Russia_False,Russia_False_Conf_1,Maine_True,Maine_true_Conf_1,Oxford_False,Oxford_False_Conf_1,Urchin_True,Urchin_True_Conf_1,Ostrich_False,Ostrich_False_Conf_1,Lungfish_True,Lungfish_True_Conf_1,Eiffel_False,Eiffel_False_Conf_1,Drops_True,Drops_True_Conf_1,Everest_False,Everest_False_Conf_1,Insects_True,Insects_True_Conf_1,Texas_False,Texas_False_Conf_1,Alaska_True,Alaska_True_Conf_1,Water_False,Water_False_Conf_1,China_True,China_True_Conf_1,Tortoises_False,Tortoises_False_Conf_1,Pigs_True,Pigs_True_Conf_1,Russia_True,Russia_True_Conf_1,Maine_False,Maine_False_Conf_1,Oxford_True,Oxford_True_Conf_1,Urchin_False,Urchin_False_Conf_1,Ostrich_True,Ostrich_True_Conf_1,Lungfish_False,Lungfish_False_Conf_1,Eiffel_True,Eiffel_True_Conf_1,Drops_False,Drops_False_Conf_1,Everest_True,Everest_True_Conf_1,Insects_False,Insects_False_Conf_1,Texas_True,Texas_True_Conf_1,Alaska_False,Alaska_False_Conf_1,Water_True,Water_True_Conf_1,China_False,China_False_Conf_1,Tortoise_True,Tortoise_True_Conf_1,Pigs_False,Pigs_False_Conf_1,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,SS_Squash,GF1_Slot,DenNeglect,ProbMatch,WS_1,WS_2,WS_3,WS_4,WS_5,Num1,Num2,Num3,RI_1,RI_2,RI_3,RI_4,RI_5,EI_1,EI_2,EI_3,EI_4,EI_5,CintID,CintID - Topics
2018-03-06 14:15:24,2018-03-06 14:33:47,IP Address,*******,100,1102,True,2018-03-06 14:33:48,R_2CZDvINOE0nx6V2,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,Some College,Female,False,76,False,76,True,100,True,76,False,76,False,76,False,100,False,76,False,76,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,,,,Fairly profound,Fairly profound,,,Fairly profound,Fairly profound,Fairly profound,15 points,3,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,,whim,dream,daring,50,5,1 in 10,Definitely not true of myself 1,Definitely not true of myself 1,Not true or untrue 3,Definitely true of myself 5,Definitely not true of myself 1,Note true or untrue 3,4,2,4,4,3a74def7-1da7-0a23-9ee0-e85f9c402a2a,
2018-03-06 14:29:58,2018-03-06 14:33:54,IP Address,*******,100,236,True,2018-03-06 14:33:55,R_3rZ1p25w2mavE25,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,High School,Female,True,64,False,66,False,67,False,65,False,65,False,67,True,65,True,66,False,65,True,64,False,62,False,99,True,62,True,64,False,65,False,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very profound,,Very profound,Very profound,,Very profound,Very profound,,,,,,,,Very profound,,,,,,15 points,10,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",elapse,prominent,grimace,illusion,daring,1000,10000,1 in 1000,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,9d24be3f-f911-2838-ce28-880f1e93cee6,
2018-03-06 14:06:54,2018-03-06 14:33:57,IP Address,*******,100,1622,True,2018-03-06 14:33:57,R_739P1rFIlb9VlL3,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,College,Female,False,100,True,100,True,100,True,100,False,99,True,85,False,100,False,54,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,,Not at all profound,,,,,Definitely profound,Somewhat profound,,Fairly profound,Fairly profound,,15 points,30,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,whim,reference,daring,500,1,1 in 10,4,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,4,4,4,Not true or untrue 3,4,470a249c-32e2-c8ae-e08b-122107ce8749,
2018-03-06 14:16:22,2018-03-06 14:33:57,IP Address,*******,100,1055,True,2018-03-06 14:33:58,R_rlRSulPNjdpoIOB,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,College,Male,True,70,True,85,True,67,True,90,True,92,True,88,True,83,True,94,True,88,True,94,False,91,True,96,False,95,False,98,True,90,True,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,Not at all profound,,,,,,,,,Not at all profound,Somewhat profound,,Somewhat profound,Not at all profound,,15 points,5,small tray (10 marbles),"Strategy E: Predict green on all of the 60 rolls. ",efface,populate,grimace,reference,daring,25,50,1 in 100,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,df0dcd3d-1c3c-1864-e72a-fb2636ebabe4,
2018-03-06 14:07:32,2018-03-06 14:33:57,IP Address,*******,100,1585,True,2018-03-06 14:33:59,R_2XghTT2XhQbSytL,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,True,100,False,100,True,100,False,70,False,100,True,100,True,55,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,Somewhat profound,,,,Very profound,,,,Very profound,Not at all profound,,,,,,,Very profound,,Very profound,,15 points,0,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,prominent,,illusion,daring,500,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,Definitely not true of myself 1,9910d80f-8747-2bfd-fa18-ee3ba74630da,
2018-03-06 14:22:45,2018-03-06 14:34:01,IP Address,*******,100,676,True,2018-03-06 14:34:02,R_3OeJXOJM6UqRUjQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Moderate,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,False,65,False,95,False,70,False,60,True,89,True,80,False,100,True,99,True,95,True,95,False,54,True,95,False,100,True,96,True,91,,,,Definitely profound,Very profound,,,Fairly profound,,Definitely profound,,,,,,,,,Very profound,Fairly profound,15 points,7,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,prominent,whim,reference,brave,333,1,1 in 10,4,4,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,4,4,Not true or untrue 3,4,Definitely true of myself 5,97f0c365-376e-4259-1a72-f5dbdbdd00b0,
2018-03-06 14:19:07,2018-03-06 14:34:23,IP Address,*******,100,916,True,2018-03-06 14:34:24,R_9naJGkb6KsVP6OR,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Liberal,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,99,False,86,False,100,False,94,False,70,False,76,True,95,True,70,True,85,True,100,True,100,False,97,True,67,False,100,False,52,False,100,,Not at all profound,,,,Definitely profound,,,Very profound,,,,,,,,Very profound,,Definitely profound,Fairly profound,9 points,3,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,free,,illusion,loud,3,10,1 in 1000,4,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,2,4,4,4,4,4,8e278186-3377-3e08-cd91-b70c74cb8650,
2018-03-06 14:11:46,2018-03-06 14:34:31,IP Address,*******,100,1365,True,2018-03-06 14:34:32,R_3hluTAA2gdqgr20,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,College,Female,True,96,True,80,True,100,False,80,False,50,False,90,False,80,False,100,False,100,True,100,False,91,True,96,False,100,True,91,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,,Somewhat profound,Very profound,,Very profound,,Fairly profound,,,,,,Fairly profound,,15 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,prominent,whim,reference,smart,500,0,1 in 10,4,Not true or untrue 3,2,Not true or untrue 3,4,4,Definitely true of myself 5,4,2,2,0e1d9f3b-46e1-67d0-f72c-a936691871ef,
2018-03-06 14:28:30,2018-03-06 14:34:47,IP Address,*******,100,377,True,2018-03-06 14:34:47,R_2YA4mHrIuiiWhEm,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,College,Male,True,100,True,100,True,100,True,50,True,80,False,100,False,100,True,96,False,85,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,Fairly profound,,,,,,,,Not at all profound,Definitely profound,Somewhat profound,,,,,,,Very profound,9 points,0,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,free,a star,dream,daring,500,100,1 in 1000,4,2,4,2,2,4,2,Not true or untrue 3,4,4,556f8067-ede4-116c-8570-b644d26964bf,
2018-03-06 14:10:40,2018-03-06 14:34:58,IP Address,*******,100,1458,True,2018-03-06 14:34:59,R_2CiXTaQssRJVAW9,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Conservative,Some High School,Female,False,83,True,80,False,79,False,80,True,86,False,84,False,64,False,71,False,68,True,95,True,93,False,76,False,85,True,92,False,70,False,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,,,,,,,,,,Not at all profound,,,Fairly profound,Not at all profound,,Not at all profound,,Somewhat profound,,9 points,2,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",efface,populate,a star,dream,smart,100,1,1 in 100,Definitely not true of myself 1,2,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Note true or untrue 3,Not true or untrue 3,4,4,Definitely true of myself 5,34a607ab-2a91-f3a5-4cbc-318da8a59f7c,
2018-03-06 14:13:57,2018-03-06 14:34:58,IP Address,*******,100,1260,True,2018-03-06 14:34:59,R_vYya4d3KkhS3dBf,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Conservative,Some High School,Female,False,86,True,100,True,100,False,100,False,50,False,96,False,86,True,99,False,100,True,100,False,100,True,100,False,100,True,99,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,Definitely profound,Definitely profound,,,,,,Not at all profound,,,Not at all profound,Definitely profound,,9 points,7,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,value,reference,outgoing,500,10,1 in 10,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,4,Definitely true of myself 5,Not true or untrue 3,2,2b4b3d49-7fd1-ee5a-a15e-0b60141dca9d,
2018-03-06 14:29:36,2018-03-06 14:35:00,IP Address,*******,100,324,True,2018-03-06 14:35:01,R_2XbqczX27Vqr7wJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,85,True,84,True,54,False,50,False,62,True,50,False,55,True,51,True,90,False,86,True,100,False,100,True,94,False,100,True,87,False,50,,,,,Not at all profound,Not at all profound,,,,Definitely profound,,,,,Somewhat profound,,Fairly profound,Somewhat profound,,,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,populate,,reference,daring,500,10,1 in 10,4,4,2,2,4,4,4,2,4,Not true or untrue 3,8274877f-869c-16c5-9e68-b15f46f6b0ab,
2018-03-06 14:13:08,2018-03-06 14:35:01,IP Address,*******,100,1312,True,2018-03-06 14:35:02,R_1pWDmqYcJsk6Cuf,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Liberal,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,50,False,50,False,50,False,50,True,50,True,50,False,50,False,50,True,50,False,50,True,100,False,50,True,97,True,70,False,50,False,51,Somewhat profound,Not at all profound,,,Not at all profound,,,,,,,,Fairly profound,,Fairly profound,,,,Not at all profound,,9 points,0,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,,dream,outgoing,500,1,1 in 10,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,2,Definitely true of myself 5,Note true or untrue 3,2,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,55d7edbf-0a3d-29a1-3da8-dbfc7f053d66,
2018-03-06 14:22:43,2018-03-06 14:35:04,IP Address,*******,100,741,True,2018-03-06 14:35:05,R_1FD4Z19ruMW6aZQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Liberal,Graduate Degree or Higher,Female,True,76,False,78,True,100,True,85,True,64,True,63,True,90,False,81,False,83,True,100,False,100,True,100,False,90,True,98,False,92,True,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,Somewhat profound,,,,,,,Not at all profound,,,Not at all profound,,,Not at all profound,,,Not at all profound,,15 points,2,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,come,whim,reference,daring,10,20,1 in 10,4,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,4,4,4,Not true or untrue 3,5864c0db-d756-413d-8ecc-f64f7c37600f,
2018-03-06 13:57:04,2018-03-06 14:35:15,IP Address,*******,100,2291,True,2018-03-06 14:35:16,R_3EpfBj6kDOgZ8Vc,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,70,True,50,False,100,True,86,True,85,False,55,True,86,False,50,True,100,False,100,True,91,False,100,True,100,False,100,True,100,False,91,,Fairly profound,Somewhat profound,Definitely profound,,,,Very profound,,,Very profound,,,,,,Very profound,,,,15 points,1,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,populate,grimace,illusion,daring,3,1,1 in 100,Definitely true of myself 5,4,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,4,2,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,186e0458-07a9-01df-844f-32459b9f3085,
2018-03-06 14:21:14,2018-03-06 14:35:16,IP Address,*******,100,841,True,2018-03-06 14:35:16,R_2QQaWhcWAPHVJ5U,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Liberal,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,89,False,100,False,69,False,80,False,50,True,100,True,97,False,50,True,82,False,100,True,100,False,99,False,100,False,100,False,74,False,98,,,,Very profound,,,,,Very profound,,Very profound,Not at all profound,,,,,,Very profound,,Not at all profound,9 points,0,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",embroider,,value,,,675,1,1 in 1000,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,Definitely not true of myself 1,2,Definitely not true of myself 1,Definitely not true of myself 1,Definitely not true of myself 1,7dfdb5b4-ab5c-3589-17a3-83d634e09a6d,
2018-03-06 14:17:26,2018-03-06 14:35:17,IP Address,*******,100,1070,True,2018-03-06 14:35:18,R_3neB9am8u3f7IfS,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Liberal,College,Female,True,85,False,86,True,96,False,80,False,81,True,80,False,97,True,91,False,100,True,93,False,99,True,90,False,100,True,100,False,99,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,Definitely profound,,Fairly profound,,Definitely profound,,,,,Definitely profound,,,,Fairly profound,,,,9 points,2,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,prominent,whim,reference,daring,600,25,1 in 1000,Definitely true of myself 5,4,4,4,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,4,f7dbde98-ea26-91d0-318f-e8f005555d45,
2018-03-06 14:21:23,2018-03-06 14:35:30,IP Address,*******,100,846,True,2018-03-06 14:35:31,R_Ork4ReOpfmBQ0pz,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Liberal,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,False,81,False,60,True,76,False,55,True,61,True,54,True,76,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,91,,,,,,,Somewhat profound,Fairly profound,,,Not at all profound,,Somewhat profound,,,Somewhat profound,Not at all profound,,,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,whim,reference,daring,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,2,Not true or untrue 3,4,4,2,2,2,a8b92641-ab15-a68f-5356-1092d0ad0297,
2018-03-06 14:25:46,2018-03-06 14:35:53,IP Address,*******,100,606,True,2018-03-06 14:35:54,R_3lsk4k2pWFhnar2,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,80,False,85,False,80,True,81,True,76,True,95,False,60,False,73,False,100,False,100,True,100,False,100,True,100,False,100,True,100,False,86,Somewhat profound,,Somewhat profound,Fairly profound,,,,,Fairly profound,,Somewhat profound,,Not at all profound,,,,,,,,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,prominent,value,reference,daring,500,1,1 in 10,Not true or untrue 3,2,Not true or untrue 3,2,4,Note true or untrue 3,2,Definitely true of myself 5,Not true or untrue 3,2,c7171c72-a1f1-54b8-fd65-2a3c838510ae,
2018-03-06 14:08:48,2018-03-06 14:36:00,IP Address,*******,100,1632,True,2018-03-06 14:36:01,R_2SieNAmoJZ42iot,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Conservative,Graduate Degree or Higher,Male,True,100,False,59,True,100,False,100,False,64,False,58,True,50,True,59,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,,,,Fairly profound,Fairly profound,,,,Not at all profound,,,,Definitely profound,Fairly profound,,9 points,0,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,grimace,reference,daring,500,10,1 in 10,4,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,4,4,2,Definitely true of myself 5,4,aeb0e434-4dbc-12e0-5a23-d29b8ab67be0,
2018-03-06 14:20:48,2018-03-06 14:36:09,IP Address,*******,100,920,True,2018-03-06 14:36:09,R_3irrjXYlVDXet91,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,61,True,80,False,100,True,100,False,100,True,75,True,100,False,73,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,65,,,Very profound,Somewhat profound,,,Definitely profound,,,,Fairly profound,,,Definitely profound,,,Fairly profound,,,,9 points,30,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,prominent,inducement,illusion,loud,500,10,1 in 10,Not true or untrue 3,Not true or untrue 3,4,Definitely true of myself 5,4,2,2,Not true or untrue 3,4,2,4e93411f-37f9-c168-7908-77b87d4482cb,
